customer_id,ip,pages_visited,campain
e72e7cf3bc,188.78.59.50,5.0,False
2e782fd7b9,163.181.190.205,8.0,False
32596407fe,78.201.103.7,4.0,True
7eed062098,96.221.237.88,7.0,False
62ec486ed0,187.213.27.22,6.0,False
a140b5d658,175.82.188.36,6.0,False
007e5f242c,61.155.245.1,9.0,False
d1cff731cf,161.130.12.168,7.0,False
b68a59c527,172.246.114.81,12.0,False
45cfb832e2,43.115.102.238,3.0,False
ee049a7d7a,111.143.171.54,5.0,False
83ee08f9cb,162.217.210.243,4.0,True
4e6018c3b9,145.220.98.44,3.0,False
53ea896726,56.206.20.148,3.0,True
e91b83562d,56.229.121.183,3.0,True
4f17010db9,186.142.242.5,3.0,False
ef43dbd2b0,138.104.76.47,6.0,True
b2531fa10b,120.119.124.212,8.0,True
bb02f8ef52,155.179.192.171,4.0,False
88ea2e057a,56.84.141.72,4.0,False
0dbe077024,79.191.245.220,8.0,True
7ce12f8e15,176.170.245.111,10.0,False
f8a497c972,187.18.175.212,5.0,True
3b2a1e82d7,51.220.228.225,5.0,True
b3f020eedd,59.11.212.18,4.0,False
72469ce019,179.111.186.195,8.0,False
9971698332,122.92.173.62,4.0,False
5bc96b36ca,94.209.134.154,14.0,False
b81acde69c,199.192.251.168,11.0,False
caaebac62a,83.1.14.239,4.0,False
520fe90b4d,56.63.34.175,2.0,False
35079ad4b4,118.128.86.32,5.0,False
396b8bf246,183.100.143.143,5.0,False
f42e071418,159.27.51.150,7.0,False
1f21151f3f,52.215.202.53,8.0,True
f63ea8e713,48.203.139.130,5.0,False
0ad76ab56b,41.153.11.112,5.0,False
fd6ace65fa,87.8.76.16,6.0,True
fd6ace65fa,163.196.239.60,5.0,True
1bd7100759,74.101.137.40,5.0,False
7f71a40f6f,77.61.160.161,5.0,False
7b8fa33a8d,59.66.210.129,7.0,False
8a4f0b4403,41.252.49.218,7.0,False
4db116a02f,174.58.105.23,6.0,False
4db116a02f,42.140.98.202,6.0,False
055da20d70,170.177.134.32,6.0,True
2ee98c27bf,60.139.225.198,7.0,False
64c19d74f8,66.168.110.109,4.0,False
6fecee9050,163.74.62.67,6.0,False
086fd3b5de,200.236.102.214,2.0,False
8d1b273736,101.50.103.164,4.0,False
6832a7b24b,168.93.246.84,4.0,False
ce2b00cd3b,157.100.28.173,3.0,True
066fca5522,175.46.94.10,6.0,True
2dd8085cce,130.162.16.216,8.0,True
2dd8085cce,69.150.232.176,8.0,False
3b70e58004,120.31.171.135,8.0,False
b8a43506f8,123.197.117.7,5.0,False
439617075c,157.8.228.173,2.0,True
c716db6753,151.56.125.109,5.0,False
7378ca2682,141.79.210.184,6.0,False
aafc8cd767,53.43.91.170,10.0,True
34512fa062,61.47.2.24,8.0,False
1dfbe25aff,71.199.68.44,6.0,False
4fb4c49469,126.97.38.72,12.0,True
344b67be59,144.128.69.185,9.0,True
c1c0db0997,173.71.156.151,7.0,False
c1baf21844,71.44.63.149,7.0,False
e2d430f16e,98.209.68.247,5.0,False
981b4aa01e,136.115.86.75,7.0,True
75c5d89454,72.116.84.189,8.0,False
15b218d83f,167.161.142.161,3.0,False
15b218d83f,168.252.25.111,3.0,False
2c5239497a,173.247.161.214,8.0,False
e84461e997,47.26.238.52,6.0,False
d0944c39ab,163.213.49.205,10.0,False
c81008b86b,106.112.181.197,4.0,False
f7c9b36757,63.17.22.221,8.0,False
835ee93202,71.168.32.18,6.0,True
ef6d56cbb5,175.80.219.150,8.0,True
87fc666f0b,137.98.235.69,7.0,False
cf0eff9bd1,82.119.3.25,10.0,False
571d40bf48,134.90.124.24,5.0,False
329877e447,87.51.145.245,2.0,False
23bd99f87a,194.125.187.93,5.0,False
d64e74fd4e,179.90.211.81,6.0,False
a5209c3f5b,132.34.147.94,4.0,False
c50ed620ab,165.197.122.110,8.0,False
1967a8a8cd,142.189.252.125,3.0,False
dad455760f,117.199.16.90,7.0,False
c7dd16eeed,47.44.113.175,5.0,False
5f29b83a05,167.243.170.147,5.0,True
199a28b404,200.238.103.188,1.0,True
4860e77e1a,42.172.173.65,5.0,False
61624ee36e,123.164.140.125,5.0,False
2745e9cd7f,51.24.131.108,6.0,False
f89b8468b8,74.36.159.133,4.0,True
16588c1b7a,147.15.132.134,1.0,False
4d20bbb6b2,47.70.42.242,9.0,False
64ce998c58,70.138.97.125,5.0,False
a30671c29a,44.153.195.160,8.0,True
9efc77d998,51.174.78.189,7.0,True
c7d49e8930,70.39.147.203,5.0,False
7697273ac0,178.2.140.120,5.0,True
e9f44824df,161.81.189.3,7.0,False
802397e428,164.103.34.92,7.0,False
08cd941823,89.18.23.124,5.0,False
16a2b0eb98,89.250.62.33,3.0,False
fd3b4c747e,142.64.147.68,5.0,False
f5fba9a1f6,188.3.198.152,4.0,False
eccd0609e6,81.100.69.69,8.0,False
ae7b4a39a0,186.148.125.180,5.0,False
aaf99bf87e,70.96.175.48,8.0,True
8c74394cdc,149.182.151.185,9.0,False
f2ebc0d56e,60.45.97.167,11.0,True
de09a9dab6,113.154.23.58,4.0,True
d32834f83f,111.199.2.161,10.0,False
74554f2d04,118.166.221.10,6.0,False
4180135a64,168.140.7.163,1.0,True
de7d28ba7d,199.218.215.102,6.0,False
adbc8f9bbf,96.133.162.169,1.0,True
8e5398e774,69.138.207.225,6.0,False
792f157bcb,130.161.127.182,7.0,True
187cdf618a,97.127.10.18,3.0,False
a2a7beabf5,55.121.90.58,7.0,False
af19beb0d0,139.201.41.149,4.0,False
25112b379d,77.84.194.131,4.0,False
4267ccdeb5,86.23.129.253,3.0,False
70dd8994a7,87.194.197.218,7.0,False
35f69972c0,126.160.172.54,5.0,True
18cf8f49df,149.178.48.136,5.0,True
18cf8f49df,162.145.202.90,3.0,False
c0c7899b33,58.190.33.1,6.0,True
bcbaafab67,150.82.22.154,3.0,False
5947542763,106.34.86.83,13.0,False
a3f60c00e8,140.249.157.25,5.0,False
b39e5b1d8f,129.81.250.239,3.0,False
8c1c2bf852,115.96.224.240,3.0,False
f303d81ebe,115.195.107.39,10.0,False
3f6e1fad34,161.80.194.235,5.0,True
dfb195fa13,153.2.181.122,8.0,False
63323f0e7c,165.149.132.21,6.0,False
d7afe0c22e,177.84.42.190,12.0,False
dea8d41f29,153.31.64.200,10.0,False
4ca2f61d6d,146.142.119.82,5.0,False
4ca2f61d6d,46.17.167.24,4.0,True
42b0a4866e,177.15.46.247,6.0,False
a51fac2d47,195.110.138.98,4.0,False
33666a9dad,61.202.228.187,5.0,False
237870146f,40.175.228.128,3.0,False
66286de698,92.238.105.232,7.0,False
8379346ccb,77.6.222.21,4.0,True
8f0ea2a121,179.179.207.62,6.0,False
73385a8d91,195.87.162.96,7.0,True
804490114f,66.129.159.249,10.0,False
910698552c,171.52.208.26,5.0,False
17d020d15a,158.137.96.247,7.0,True
1ba72b40a1,182.110.162.225,7.0,True
be54e75f7f,162.182.104.224,5.0,True
68a841510f,63.112.90.218,5.0,False
202c16c0b4,161.180.155.61,6.0,False
fc38f91b33,120.100.227.79,12.0,False
e4a6ca3744,129.155.73.206,7.0,False
68b779ae8b,109.158.20.224,7.0,False
a343662968,169.242.3.162,9.0,False
bb841a0578,42.46.182.133,5.0,False
5bff5f1ecc,199.114.47.209,7.0,False
1e34018a29,47.144.97.104,6.0,False
7ce358cbfa,43.213.26.149,10.0,False
4eead335de,40.144.87.35,4.0,False
4ebc8f30cc,47.246.156.158,8.0,False
8dbc6a250c,50.113.7.10,6.0,True
99395a1bf8,144.161.179.215,3.0,False
4dd1bc43ad,93.199.61.225,9.0,False
7b01caa07b,131.77.120.204,6.0,False
21aab240cc,117.120.3.156,7.0,False
4c4ad60bea,52.83.45.40,9.0,True
e39fd9ede5,113.106.91.94,4.0,True
b9bc504ff2,125.87.122.51,6.0,False
cd0e6e6400,65.244.221.100,6.0,True
86a985de45,62.128.207.92,5.0,False
86a985de45,78.35.62.124,8.0,False
a8f3be3c6f,120.47.51.110,9.0,False
c6baade184,94.76.25.82,2.0,False
9c002d2e5b,71.79.47.233,2.0,False
1371f1e0e4,117.48.116.220,5.0,False
e589ae499d,85.209.114.79,4.0,False
f3d9558335,195.67.127.161,5.0,False
703baad3cd,46.145.32.234,5.0,False
7353999eb0,143.109.4.10,7.0,False
54ffcd6aeb,75.92.178.30,4.0,True
cf75ea68e3,67.114.153.150,9.0,False
459c4249ac,56.131.58.77,4.0,True
41795acf0e,60.100.89.144,6.0,False
231ee0eae9,143.235.14.97,6.0,False
2ef99ffea6,179.93.21.18,3.0,False
f2881f1ed1,172.194.62.45,5.0,True
f01ddaed35,63.230.114.123,7.0,False
c5261c8c61,82.197.8.27,6.0,False
dc974c70f1,78.245.50.248,5.0,False
98442f7837,55.121.108.235,6.0,False
a2f5440e55,170.130.102.220,5.0,False
30759aa8b3,153.152.42.136,7.0,False
9ab2e99486,79.151.121.145,5.0,False
218370e028,81.163.130.74,6.0,False
e9d81d6921,145.189.209.139,3.0,True
5abee9ed7f,51.74.19.75,4.0,False
1274ae4bee,99.101.21.75,8.0,False
9386ab230f,75.146.45.226,6.0,True
a8e203eff2,129.20.236.229,7.0,True
b11232cca8,118.158.158.226,5.0,True
a90de08d49,114.108.139.26,6.0,False
4b21520ba2,59.109.134.237,5.0,True
14b8dac09d,147.68.98.197,5.0,False
62648eae21,166.158.141.217,9.0,False
41b4afbf2e,142.146.196.167,6.0,False
ac7b7fba19,152.56.5.221,14.0,True
084eed4acc,103.250.115.35,9.0,False
03226a5414,118.213.128.119,3.0,False
ac5cc55485,138.253.117.20,7.0,False
a3e9859d10,109.92.24.35,11.0,False
32a39b9e4f,145.238.173.101,5.0,True
9f457af5b5,183.134.160.151,6.0,True
d1f0f1871b,133.78.239.202,6.0,False
595acb3a42,163.32.212.181,7.0,False
ad6f0d795e,59.157.44.84,9.0,False
240248d859,96.129.78.76,5.0,False
3f35efa44a,49.187.204.242,5.0,False
8e5822ce5b,126.26.146.37,7.0,False
7090b2c767,65.178.158.219,6.0,False
d33aa35070,152.59.195.70,7.0,False
1e49fddc61,200.34.193.79,5.0,False
acc80fb5fc,198.90.160.233,5.0,False
f7dda2cb4b,69.242.112.246,4.0,False
fa5745ddd1,56.107.44.123,5.0,False
e663ce9b8e,82.157.111.109,10.0,False
19aa8638a6,183.205.105.146,12.0,False
f54c069673,199.106.23.133,5.0,True
e3241ea65f,178.112.164.64,3.0,False
727ab50ee4,81.231.97.248,6.0,False
12151dc5fe,121.1.140.132,10.0,False
72b8954813,98.62.224.100,4.0,False
eb9b50d9bd,85.195.181.225,6.0,True
b060b70e89,130.71.218.248,4.0,False
b93509d63a,121.163.58.234,9.0,False
b643d13d7d,69.15.82.125,12.0,True
e4d4098811,125.126.109.143,6.0,False
269be6f074,174.84.225.122,9.0,False
80bf5c7dc3,160.195.131.224,3.0,True
72cb2508ef,67.107.143.158,6.0,False
8492c87869,197.52.115.67,7.0,False
1d26545d64,99.71.143.231,6.0,False
284c8cfef9,63.245.7.151,6.0,False
6c6b7a1a2c,40.1.38.40,4.0,False
b7d38c4e72,110.214.188.97,6.0,False
5cf6a716b4,147.88.79.163,5.0,False
69dd1585d9,199.45.104.126,11.0,False
4742ef103e,94.43.141.171,6.0,False
abbf6d3b22,176.194.169.134,8.0,True
2a4cd2c632,67.52.94.26,3.0,False
a230e47622,125.247.25.237,5.0,False
93a135d5b5,138.42.84.158,5.0,False
4fd18cacb0,182.63.140.89,6.0,False
646405f229,61.65.153.159,6.0,False
8d1d8bda36,120.20.99.99,6.0,False
2c7e7d7102,74.248.47.243,6.0,False
bab02ba78d,135.123.63.49,9.0,True
d06db645eb,112.251.139.148,13.0,True
ebc442e609,178.28.178.113,4.0,False
3822a40958,158.130.94.19,4.0,True
1645dc4df2,100.171.157.173,2.0,False
a2f096672e,187.144.81.1,4.0,True
c29b1fd7c6,140.161.105.234,7.0,True
003d5e16c2,138.177.111.166,5.0,False
4c30bea84c,150.148.200.162,7.0,True
aab6dbe4f0,82.182.234.124,11.0,True
9d37c14621,58.46.248.166,7.0,True
7797adb2a8,41.38.172.32,3.0,False
c17b6b6082,56.173.177.244,7.0,False
db38bc8b2a,174.28.41.161,6.0,False
5905206b85,149.9.125.183,7.0,False
ecf32a9fc5,157.194.11.21,5.0,True
da01dca762,51.225.80.171,12.0,False
8242dfe02c,59.191.158.92,7.0,False
d9def17ed3,67.138.5.247,3.0,False
6c9bff9bbc,44.70.216.10,8.0,False
c06a1f1e9e,63.201.136.191,2.0,True
219d134efd,40.157.66.203,2.0,False
8009ba5198,169.165.18.152,8.0,False
96bf077072,91.180.235.143,5.0,False
667e8b153f,99.174.189.81,5.0,False
92da96e513,83.221.70.229,5.0,True
d5049f3416,92.20.33.239,6.0,False
e33d7b24a3,70.183.152.84,4.0,False
b05f2a5a59,160.48.3.198,9.0,True
db587b348b,64.12.28.142,6.0,False
f314d43f8d,44.240.155.187,6.0,True
a36d338fe9,148.11.27.42,2.0,True
3c062055ae,52.233.160.142,6.0,False
0fd6fa54fe,48.98.196.46,6.0,False
8022f97ea4,69.239.248.181,5.0,False
6724dbd1b0,56.208.143.248,7.0,False
4185b6ff06,98.22.152.212,3.0,True
02d5262bfb,65.240.59.186,7.0,False
9dc5461e52,183.123.63.101,5.0,False
8cb5ac87e5,111.111.206.8,4.0,False
73d1e77401,78.75.149.92,12.0,False
23c593e019,180.154.74.90,2.0,False
9b03ef3bc7,141.241.184.99,8.0,False
cc88977dfa,61.29.200.92,12.0,False
287f36dfe6,117.170.43.151,6.0,False
8459336589,51.230.128.84,3.0,True
568e23d358,150.54.242.137,9.0,False
e4fa6cb2f1,51.110.13.232,3.0,False
7ddacf6613,96.184.77.207,6.0,False
0e4f55d852,76.15.62.78,6.0,False
2349e51121,91.1.92.111,8.0,True
9491e08f92,200.65.122.101,3.0,False
5380e731b9,134.79.65.1,8.0,False
a4977264d4,125.83.186.149,5.0,False
fca2713e2e,49.34.175.232,7.0,False
3233bfed72,182.211.169.232,4.0,True
286c4a9146,174.234.28.233,9.0,False
623e7c1b18,59.57.12.40,6.0,False
943b6923be,184.135.97.150,5.0,False
e35bdf2b68,136.244.26.245,4.0,False
92d50a1a02,80.94.163.75,6.0,False
5295deb704,148.117.194.70,9.0,True
cab6bdb5b5,139.4.101.73,4.0,False
88b2fbdd53,158.3.9.175,10.0,False
d9b40bfd5a,133.195.236.86,5.0,False
0af01745a5,67.4.253.59,6.0,False
36c0f68203,131.239.223.31,5.0,True
d4a5e47a23,157.39.195.147,12.0,False
db758aa93e,86.98.46.59,8.0,True
5b603b161e,47.161.4.109,9.0,True
0c86b02723,72.168.208.41,9.0,False
503afec681,41.70.201.67,10.0,False
d24a4a4743,142.98.208.252,13.0,False
703d7b4dc5,56.186.42.109,6.0,False
6c421a749e,178.230.40.220,5.0,False
824ea71cb1,194.28.198.219,8.0,False
5b81bb8902,160.220.129.107,7.0,False
e06f7f39de,136.250.217.83,3.0,False
8272f23150,49.123.230.59,2.0,False
fd49589340,73.188.77.186,6.0,True
473330053d,183.90.18.55,13.0,False
56299461f6,166.235.22.252,8.0,True
16c5f311d7,162.242.42.89,3.0,False
f66173a002,176.156.249.49,3.0,False
b8d88bec71,80.59.19.167,4.0,True
eb33dada2c,59.172.206.243,6.0,True
6c828f5f27,166.41.170.201,7.0,False
34cebb1b8d,176.69.155.47,13.0,False
926e2731c0,46.7.211.25,5.0,False
e42cc3389b,135.24.32.241,6.0,False
596ca031a0,197.17.6.78,4.0,False
9453c8c2cd,169.147.56.96,5.0,False
b067b97228,61.235.33.43,5.0,False
ce407ac7e0,77.171.168.96,6.0,False
d29db4a1e8,133.10.116.247,8.0,True
25e8bd2a11,129.86.217.41,6.0,False
c09dd5551f,87.68.214.30,8.0,True
0fbb1a7994,176.26.212.12,6.0,True
940cbeaaa2,192.109.187.54,5.0,False
c181bdf621,63.158.62.186,4.0,True
9986dbf6d8,129.233.119.194,7.0,False
50fcf24f00,169.125.131.161,5.0,False
85c8e9200e,97.231.123.254,5.0,False
3c230720c9,125.129.61.220,7.0,True
d2e9767054,154.85.216.70,2.0,False
d2e9767054,200.252.254.195,6.0,False
38715c444a,49.206.202.180,7.0,False
e5bb9ac574,187.107.178.202,7.0,False
140f661fcc,158.83.87.111,4.0,False
25ec0dcb16,146.178.22.17,7.0,False
1a3241e5b8,125.247.73.75,6.0,False
985658e65b,47.31.42.61,6.0,False
0b14f602b8,146.101.28.94,4.0,False
72f6b56505,50.174.121.151,8.0,False
67fce713cd,62.225.8.246,8.0,False
e285a15cce,80.43.212.185,3.0,False
a8071e4711,55.189.182.120,7.0,False
6b2731f28a,52.55.147.74,5.0,False
c87b1848dd,148.114.110.39,3.0,False
c87b1848dd,68.144.201.220,6.0,False
8a35b070a7,148.132.189.168,6.0,True
7f870c69f8,128.96.40.203,6.0,False
ce89a89cbb,186.170.215.251,7.0,False
dc0e1a53e5,43.153.101.9,6.0,False
bcb63ce08b,70.90.15.120,6.0,False
efd4b9860a,151.197.112.196,8.0,False
efe4610173,53.242.118.25,3.0,False
02b5773008,50.18.173.212,3.0,False
3957d2eac5,59.13.251.169,6.0,False
cef277e8de,173.38.238.229,7.0,False
fa05625c77,163.227.16.151,5.0,False
4c152f5497,66.150.115.208,6.0,False
4f80e650b3,99.58.163.43,1.0,False
de94667196,81.88.74.22,8.0,False
e73cf16b39,159.116.243.102,8.0,False
76fb46ff4d,42.172.180.180,6.0,True
3cd0f1ef8d,50.226.163.26,5.0,False
73fe2b4c3d,180.49.168.154,9.0,False
df150df4bc,55.40.156.168,6.0,False
ecb072cab7,170.51.202.247,10.0,False
9d71dd9d53,123.212.27.162,5.0,False
cb4517bce6,56.234.46.115,9.0,False
c4ef331a9d,140.180.2.137,3.0,False
f87671497a,151.199.45.224,6.0,False
7f9b02e39e,119.171.237.230,12.0,True
b35a152578,137.242.89.164,3.0,False
40a47e0fb2,150.63.224.175,4.0,False
0ea0c7f947,105.242.140.40,9.0,False
0e42ff5444,119.204.32.214,3.0,False
106101028f,132.66.22.248,11.0,False
da69a18594,66.77.254.106,5.0,True
d760b8ef7f,123.18.173.135,5.0,False
b30a007cdc,143.130.228.76,5.0,True
e6edb3ae0a,188.180.208.52,7.0,False
414deb3544,123.151.196.166,4.0,True
56fb37cc3d,181.163.9.52,4.0,True
9c3c41a907,49.33.73.35,1.0,False
073368f099,115.54.159.184,7.0,False
366d3a50f4,121.155.201.118,7.0,False
7547ba0226,145.152.77.166,10.0,False
558fb5abaf,106.197.49.142,10.0,True
a8ec736614,165.167.60.87,11.0,False
84be2cbe32,168.183.174.243,8.0,False
43895991b4,98.8.251.247,5.0,False
3b5734c943,162.187.232.19,5.0,False
252fa979a7,106.229.244.43,4.0,False
7becd2141b,125.17.129.193,5.0,False
85e264ae40,88.145.159.101,6.0,True
01a59eed19,161.106.48.96,6.0,True
f3f0c1b51b,186.136.232.19,4.0,False
1c1eb06317,144.165.197.73,3.0,True
9e12b8ae17,161.82.212.35,3.0,False
1022303c0f,78.26.197.128,5.0,True
31ad3c32af,94.215.1.68,5.0,False
611a643bde,146.227.157.8,3.0,False
cf45f8d8f4,90.86.15.164,4.0,False
6ef5535abe,164.152.109.143,14.0,True
263b135762,151.107.39.124,4.0,False
ff5fa9c40b,133.59.141.140,3.0,False
fd6542daef,79.73.100.79,5.0,True
f40e5ad544,116.208.195.65,6.0,True
287dad3509,112.44.174.195,6.0,True
81fb23953a,80.249.2.252,4.0,False
16e29f2f76,123.242.36.180,8.0,False
1c54a646e6,143.71.61.144,6.0,False
8580cf4222,126.94.196.111,6.0,False
e7c66fcbaa,40.199.16.110,3.0,False
56eeac01d6,176.170.99.67,8.0,True
9abe7a1a1b,182.88.110.147,3.0,False
d246d87760,59.168.104.250,9.0,False
f4083c35f9,168.116.8.70,3.0,False
3b444f39f3,95.115.184.102,5.0,False
3b444f39f3,193.158.197.164,6.0,True
4412b3d4b4,70.145.73.52,14.0,True
92645a25cc,180.1.199.95,9.0,False
1c7cd3c160,125.126.47.132,6.0,False
ffcd907d8b,92.163.77.153,4.0,False
8c9429a3e8,95.102.137.249,6.0,False
8127dafbb1,180.10.49.165,11.0,False
08aa0bfac1,135.137.225.32,6.0,False
11bbfa7992,195.154.196.33,7.0,True
68ef844404,172.145.221.193,8.0,False
2fe9fe647d,99.191.62.16,7.0,False
af5e19a6b6,107.109.20.146,6.0,False
ead28f844c,193.126.82.84,9.0,False
d0120da2c0,165.136.125.208,5.0,True
28279914a6,74.168.247.127,7.0,True
6e3e1e500e,79.146.165.86,7.0,False
4258f34ba8,109.229.87.170,4.0,False
80de2f6292,151.3.43.19,5.0,False
cdbda853df,166.164.246.79,2.0,False
6b488270ab,113.100.111.55,8.0,True
