customer_id,ip,pages_visited,campain
26aefafa95,114.119.207.166,7.0,False
52e2d50630,118.227.181.69,3.0,False
03db02fcb7,48.157.132.107,6.0,False
a0656ac8d9,55.48.76.29,4.0,False
52cc8e34b8,73.203.184.197,7.0,False
3d1daea588,64.94.3.59,10.0,False
1ead573d1f,97.176.246.141,4.0,False
93c3ffcb42,182.142.197.85,8.0,False
24fe5e59ee,119.153.27.165,10.0,True
cd8ae3179c,50.121.163.88,6.0,False
859291bcc7,84.227.185.97,5.0,False
41aa11dc7f,47.9.192.122,4.0,False
8742c10e86,100.13.237.99,7.0,True
e41a6a6bf2,143.51.97.67,3.0,False
12d8e145a1,132.77.38.157,7.0,False
d581b4e9a6,182.67.73.187,4.0,False
30df93ab6b,83.71.74.109,6.0,False
4a5388fb9e,79.128.98.43,7.0,True
e17261d5dd,109.195.133.110,5.0,False
b6ebfb4295,196.39.234.251,4.0,True
db79888fd3,159.144.198.159,1.0,False
5e2cf46fad,160.180.29.106,7.0,False
01e6a628ba,82.153.52.55,8.0,False
97f22136b3,155.182.185.135,6.0,True
8646100698,139.209.147.26,2.0,False
b4e50a561e,158.92.209.78,8.0,True
565bede4b1,114.7.75.159,4.0,True
414589f448,93.147.66.214,10.0,True
1d614ea65d,157.212.168.221,7.0,True
83aa17d189,123.178.232.11,5.0,False
ede3af9374,170.168.9.198,7.0,True
efd22847e3,97.195.22.203,1.0,False
02db622166,134.78.215.197,4.0,False
dbb8aa97be,196.48.101.171,4.0,False
0594f434f4,181.71.226.40,10.0,False
56cbf3c9e3,193.91.164.139,3.0,True
45099803fb,85.60.106.42,6.0,True
663ebc9ed1,143.213.142.52,6.0,True
d46959f55b,51.146.241.5,3.0,False
4103d0243f,42.82.54.49,5.0,False
1c59eb1aae,192.133.120.147,5.0,False
ee55046678,106.207.245.195,10.0,True
98212327cc,111.155.184.101,3.0,False
8524c0c0bc,142.133.149.254,3.0,False
6865f12da7,189.254.202.40,5.0,True
d8e4a39841,182.175.238.252,4.0,False
fa203d2371,148.178.20.136,7.0,False
fa203d2371,130.215.164.102,14.0,False
e77359e5e5,128.215.213.191,6.0,False
5806770724,96.203.130.144,8.0,False
022f7cd362,96.221.71.250,3.0,False
f797d0b7fa,43.80.190.198,3.0,False
07533dcf1c,171.85.103.242,6.0,False
1d7bbe71e6,106.96.234.91,7.0,False
d7200556ab,75.72.202.157,6.0,False
a57db2c86f,124.194.11.184,5.0,False
3eb2d6b1ad,153.82.41.80,3.0,False
b4187c8064,163.41.160.96,5.0,False
2e796ba0dd,178.146.233.151,5.0,False
3d284c057f,44.55.13.164,5.0,False
49300e4f77,156.86.200.179,5.0,False
6491c93827,183.185.252.129,11.0,False
57c4fad1e0,186.44.232.156,5.0,False
db4893fcb1,165.178.26.4,7.0,False
e30345be1c,130.89.242.18,7.0,True
ce385f8d25,69.215.220.7,4.0,False
c276ed84e2,165.159.158.227,5.0,False
88ae52f548,196.248.130.213,6.0,False
b2af9607f7,51.195.116.182,6.0,False
6b7556bee4,167.120.8.134,9.0,False
15461b0bf9,105.207.186.155,6.0,True
9fa0966606,197.86.229.139,6.0,False
6570c3458c,54.186.97.151,5.0,True
c528d8865b,114.123.153.212,8.0,True
f22e7ff02c,169.232.149.196,8.0,True
791dbb5824,89.136.236.143,4.0,True
844b2f25db,69.133.138.29,4.0,False
cf9e1dba2d,80.223.166.238,12.0,True
f75df4f5d9,147.132.13.60,1.0,False
47042a5473,77.115.25.96,2.0,False
76f19d982a,62.131.67.109,4.0,True
4aef2fc207,56.242.146.61,7.0,False
d61e96186a,93.168.103.45,7.0,False
94cfd925af,197.14.230.12,5.0,False
642e013e66,167.67.159.192,7.0,False
8085977503,56.149.18.98,12.0,True
f7113cd9c2,94.191.165.152,7.0,False
5a199b5c29,115.164.180.34,6.0,False
0bdacb69f6,44.51.32.9,5.0,False
6d5f66f859,80.176.249.221,5.0,False
5fe72a4b40,183.43.163.63,6.0,False
0c272a18b7,145.17.117.167,6.0,False
cc455d46ca,54.18.57.144,11.0,False
2cc1ea8430,67.170.118.222,6.0,False
c8f2abfeff,85.130.38.248,9.0,True
d67f7fe543,163.163.59.248,6.0,False
4ac4847289,81.111.249.98,7.0,False
40908ac74f,173.30.10.158,6.0,True
c1d04e5bc6,49.125.202.71,6.0,True
1951812fcd,183.143.208.126,7.0,True
1951812fcd,84.126.180.29,7.0,False
7c98437172,93.103.230.246,7.0,False
3e72234204,135.203.209.95,6.0,False
7d46480f2f,121.97.239.45,6.0,False
74ce31b772,192.3.169.164,8.0,True
2e1b96bf0d,106.138.197.130,6.0,True
c336637f19,164.206.14.130,5.0,False
1545425430,98.223.116.192,5.0,True
5158831359,134.243.9.58,5.0,True
d28db1d09a,99.232.184.171,8.0,False
bd58c85350,119.119.26.27,5.0,False
a39474c193,146.3.146.74,1.0,False
b6b0c6c609,73.120.29.201,9.0,True
434a61904d,124.55.191.140,3.0,False
5f7564754c,139.165.80.7,9.0,False
50544a237a,64.1.6.49,7.0,False
09c64deffd,144.199.207.232,8.0,False
55df0a0cee,95.45.65.138,13.0,False
14f0c9a832,134.71.183.47,6.0,True
43fe572817,97.241.25.109,4.0,False
4d42598897,164.43.244.129,5.0,False
64a67aee94,147.101.6.23,3.0,True
20cd941666,177.181.154.222,8.0,True
f3086d8c5a,144.184.168.4,5.0,True
0dc5465b77,177.71.3.31,9.0,False
baec5a9d39,170.137.5.215,6.0,False
35effc542d,77.246.122.202,12.0,False
244bd9e435,183.135.203.169,6.0,False
e11ba02910,175.152.101.58,2.0,True
e422814ed2,123.34.149.242,5.0,False
60123cc095,44.148.37.71,6.0,False
a5d346dd9b,120.34.113.30,5.0,True
e1589cfd71,123.92.45.94,3.0,False
3428241277,46.107.217.216,9.0,False
fce88321c6,196.221.28.245,4.0,False
ecedb85aa4,168.8.215.2,1.0,True
efdae46cc5,124.226.225.168,4.0,False
efdae46cc5,170.182.27.31,6.0,False
312ff1cc83,195.9.69.219,7.0,False
cbe6903e3d,155.242.88.32,5.0,False
941ff4b2be,155.95.172.253,5.0,False
d6f8fe4519,124.37.224.134,8.0,False
418c31f57b,176.145.116.8,7.0,False
d2411b8990,85.138.11.27,5.0,True
74be074e73,131.201.247.83,10.0,False
13630a5af6,88.196.56.181,2.0,True
b4ccba4ff9,140.15.98.80,4.0,False
153c0740c2,134.7.62.188,8.0,False
23c49c5375,113.151.30.13,6.0,False
06f1bcf308,93.76.253.81,7.0,False
94f126371a,84.15.153.22,2.0,False
61d7f27526,189.183.230.43,5.0,False
b69dba2e47,84.33.51.251,9.0,True
a78854c3fc,131.87.150.247,5.0,False
b8b8a7df83,167.39.99.29,10.0,False
622cc6372c,151.204.136.233,3.0,False
f5d3ead0a9,51.114.126.114,3.0,False
505e6813cc,103.24.48.24,10.0,False
b4df17e639,89.80.157.144,3.0,False
a88c3bfd6f,184.254.84.175,7.0,True
a7ff33ab8a,51.218.87.81,4.0,False
d088f3000b,175.54.95.45,5.0,True
843b97d2fe,177.200.33.195,6.0,False
0f9c5b4c75,100.7.105.214,6.0,False
74f0686666,67.158.203.109,4.0,True
bc2c0005bc,186.13.12.112,6.0,False
f3c6002722,178.188.160.45,6.0,True
912122ef0a,114.221.2.208,4.0,True
a254a553f3,162.138.9.148,5.0,False
fa3b4e2c5d,44.173.151.253,6.0,False
fd468d9db2,169.152.42.170,8.0,False
833275bd34,112.49.170.209,4.0,False
6091d7cec0,50.205.191.225,1.0,True
61a364bc8e,89.133.94.114,9.0,True
752d48bb29,84.100.167.102,6.0,False
3fac3e4919,159.48.28.215,4.0,False
e757ffaa24,51.211.217.223,5.0,False
8dab264c6d,135.108.56.59,8.0,False
1e1120aa9d,70.155.209.142,9.0,False
a22c29d95f,49.19.132.64,7.0,True
101f87f86c,54.165.183.70,2.0,False
2df8d848a0,41.65.230.26,8.0,True
9da6ea9ed9,69.66.176.107,4.0,False
a56db20d2b,98.137.45.224,5.0,True
27c51166af,194.249.153.198,7.0,True
8535c479bc,148.254.195.184,5.0,False
3073b9cd6f,74.174.89.71,6.0,False
0731ed6ca9,160.31.90.125,5.0,False
58b3480e43,166.92.144.119,7.0,False
6b22985793,74.12.134.23,6.0,False
4f34481458,200.30.132.245,4.0,False
3c4b939c3a,174.33.90.128,2.0,False
8900a9ca94,138.46.141.246,7.0,False
580e69c15c,159.234.46.36,10.0,False
79439ed988,169.53.105.218,8.0,True
32e5630d1d,160.20.217.124,9.0,False
652cf38361,121.229.33.216,7.0,False
021ca0371d,153.87.83.163,3.0,False
98e7fdfe2e,73.233.25.40,9.0,True
09f2d1e051,46.11.205.179,5.0,False
a5659f90f7,53.141.60.113,5.0,False
db44b9da74,50.233.30.141,9.0,False
1c33d05663,62.12.148.32,3.0,False
72f3491a8f,152.30.202.116,6.0,False
a35f282451,137.66.240.163,4.0,False
368eed7439,66.206.33.13,9.0,False
aea56d618f,106.55.232.10,7.0,True
ddcf7c7311,128.186.199.211,7.0,False
6635db2046,183.117.199.93,4.0,True
b121d378e2,112.65.19.40,12.0,False
fd5f30f0af,106.202.77.70,6.0,False
fd5f30f0af,146.70.106.179,10.0,False
294106be50,177.91.92.162,9.0,False
c45f74f657,134.111.216.230,6.0,False
1acb905327,131.131.251.181,6.0,False
b99b21601a,81.91.145.228,6.0,True
a48ef8c0da,199.246.116.196,1.0,False
724f596264,78.185.90.62,9.0,False
b7e8beecc3,112.15.112.95,11.0,False
bf5e0024af,114.38.65.75,7.0,False
17d4952d55,89.75.103.152,4.0,False
2f6f10694d,120.140.98.39,5.0,True
36445304c4,79.122.130.143,8.0,True
5ed13cadd2,53.143.63.162,14.0,True
deaecd7f25,151.24.97.24,4.0,False
651caeb62e,108.98.135.197,3.0,True
6184587e98,120.161.165.233,5.0,True
340023fe4c,103.246.3.46,4.0,False
c132c6d84c,131.143.193.38,8.0,False
daca6ff4c5,151.156.24.226,9.0,True
13e9754e62,195.171.120.237,12.0,True
7f66ce5909,73.99.162.244,3.0,False
44fd7ac20b,88.214.100.183,2.0,False
ecf1e2606e,111.188.247.20,7.0,False
70d7f76299,156.48.105.141,6.0,False
70d7f76299,199.152.89.168,6.0,True
1b54ec1494,171.107.234.141,3.0,False
c8affcf152,142.175.67.43,8.0,False
65c20c5692,119.145.88.44,3.0,False
51fffd482c,193.115.99.125,3.0,False
cc0a93ec77,61.172.219.145,4.0,True
84bad60917,41.156.235.205,5.0,False
0294426836,114.235.144.29,3.0,True
149e4e010f,161.111.197.84,5.0,True
149e4e010f,64.53.151.200,6.0,False
87448632cb,193.171.48.171,4.0,True
92486766ad,94.66.25.166,7.0,False
cc36dc3632,157.12.120.74,5.0,True
eaaad99126,72.12.175.166,5.0,False
d2fd6e4555,175.100.182.188,6.0,True
3e93f99a38,68.187.122.3,6.0,False
afecbc0a31,134.3.80.150,7.0,False
f3881b7162,179.94.172.165,13.0,False
07b28fdbd0,105.245.252.230,7.0,True
65afd7d2b5,70.220.82.27,9.0,False
8e7a1832f5,43.69.81.10,7.0,True
aaf053048b,139.240.248.163,9.0,False
bf95972a89,80.4.120.94,8.0,False
caa14d5ff6,169.225.87.228,1.0,True
7e34aea043,188.224.233.8,5.0,True
e4cc72f055,144.226.209.85,6.0,False
71bbfcf3aa,59.224.43.40,7.0,True
f232627fce,65.235.12.242,7.0,False
bea9b83489,160.201.34.85,10.0,False
f8a4081a79,86.237.106.135,13.0,False
8008a64eca,52.134.30.242,5.0,False
5e1920c1b1,43.39.158.189,8.0,False
9c864b322a,138.159.113.56,6.0,False
2a1aeaf68a,60.133.51.167,7.0,False
5b794625b4,188.116.253.27,7.0,False
ce3e118a94,61.97.223.90,8.0,False
07e47aa4b6,132.120.38.150,5.0,False
e84dcec5dd,74.38.93.164,4.0,False
8c1aa062d9,159.135.246.139,4.0,False
0181620558,75.173.133.205,6.0,False
918ba7322b,149.199.44.39,6.0,False
4ebed414f2,126.72.65.123,3.0,True
76a2a099e8,121.205.34.230,3.0,False
35f8c66331,82.19.11.129,7.0,False
6b9f747fab,66.147.196.252,6.0,True
0e88b82dfd,93.195.75.207,3.0,False
bf9e408d2f,172.143.68.194,8.0,False
293a2cab05,198.250.135.120,3.0,False
32a5e99c88,92.158.234.151,7.0,False
8cbe7005ad,145.85.80.132,4.0,True
ad5df9c00a,200.212.118.61,5.0,True
b267359e06,176.18.233.16,4.0,False
8a1d90b9b5,174.107.239.61,6.0,True
d2d4af3a17,93.203.80.185,7.0,False
fb60ac75e5,186.240.33.88,7.0,False
f56a74d42c,46.194.33.44,6.0,False
203a6dda69,109.184.121.54,9.0,False
24a40f5c2a,140.144.75.79,5.0,False
3ff448fa3f,81.183.90.191,5.0,False
7d3f58e904,118.27.101.57,4.0,False
ab150e22f2,144.149.205.157,8.0,False
2ec186bd3e,40.54.199.226,6.0,False
6dadc8ea52,46.82.31.179,7.0,False
6dadc8ea52,95.146.86.229,6.0,True
7c054d6f5d,197.176.81.86,12.0,False
d3d9446802,94.138.204.27,3.0,False
d0af1ccea0,53.86.214.59,7.0,True
f70013dfc7,148.63.246.83,3.0,False
d5e960d2fb,92.232.129.176,3.0,False
6a9e1439ea,129.57.93.99,3.0,False
d0b5a2f7f8,106.8.133.105,5.0,False
a48532e624,90.214.243.130,14.0,False
7303550d1f,83.5.237.95,10.0,False
7303550d1f,158.90.15.51,7.0,False
7303550d1f,48.181.202.197,4.0,False
9fd3c740a4,174.187.254.97,2.0,False
9fd3c740a4,189.190.130.118,4.0,False
e9cfd8ab14,189.210.198.67,7.0,True
69aac73116,190.139.148.106,5.0,False
784f8cb866,106.242.91.181,6.0,False
f8c6e3129e,171.205.198.223,4.0,False
a4f781bdfe,98.50.83.47,5.0,True
85f9032d5b,150.132.190.201,6.0,False
a7bfa1c0d7,78.84.46.244,3.0,True
27850a33c9,195.213.19.237,13.0,False
d8ddd86af7,133.163.124.167,9.0,False
695abd0ebb,88.73.126.164,5.0,True
36a2b7e3f8,110.128.193.203,8.0,False
08ba768839,158.220.159.125,5.0,False
715c3bc5cf,43.23.228.27,5.0,False
0256785c8e,76.95.113.90,10.0,False
d1d088e0ad,70.22.118.11,5.0,True
e90d3d8681,147.194.125.242,6.0,False
980aa7da8d,91.225.135.72,5.0,False
f9470a4672,146.219.2.198,6.0,False
2f08f1580a,148.245.37.55,5.0,False
797e20261f,124.134.143.219,11.0,False
257a8f38f9,48.251.144.83,12.0,False
7637294c93,69.129.163.92,6.0,True
232cea338e,82.36.4.12,3.0,False
d82d838ed1,114.95.132.168,3.0,False
6f7c1407e7,47.19.20.41,6.0,False
fa615a0c18,65.164.206.94,5.0,False
58b8ce6640,67.105.101.24,8.0,False
a9118eb054,157.49.246.27,4.0,False
8a69b60ce9,55.215.64.14,7.0,False
b4881ae506,145.79.11.144,14.0,False
6748ed834c,130.5.93.194,4.0,False
1e4e47f41f,75.248.175.7,1.0,False
49a6759657,113.55.102.145,6.0,False
77d86801f0,105.133.20.134,5.0,False
bb4965995f,119.190.157.139,4.0,True
63d63bcdc9,128.108.61.72,5.0,False
378b779957,130.106.181.24,9.0,False
1170268140,50.40.54.102,7.0,False
a1340038da,73.233.147.254,6.0,False
f342ec7842,137.254.246.105,4.0,False
8abe548765,100.147.64.85,7.0,False
f4a3319349,124.170.49.9,1.0,True
94d325aad3,170.253.1.94,6.0,False
791b3bbd07,99.198.209.102,10.0,True
73f1a48c5a,168.201.33.97,8.0,False
663d5fcf67,58.214.67.95,3.0,True
44343687d5,95.67.124.2,12.0,True
10b30a7573,187.64.139.42,9.0,False
10e61c3d11,79.24.52.251,3.0,True
d41ebe0990,140.225.226.202,8.0,False
e777de8e87,42.77.116.142,9.0,False
4dc8df18bc,92.177.233.226,4.0,False
671e317924,83.49.183.3,8.0,True
ebf22f9f7a,138.240.148.64,7.0,False
607b53d25b,90.164.96.94,4.0,False
91e8d74061,86.225.149.123,11.0,False
c9018b6955,91.240.135.104,1.0,False
7a9e7d8ce5,169.249.157.244,1.0,False
edeb6abde2,147.42.139.188,5.0,False
4525afa4e6,135.236.217.24,4.0,False
f8e59f4b2f,186.104.177.1,5.0,False
53481aadd9,85.37.248.171,5.0,False
6e7da49f62,129.91.196.14,5.0,True
c4a3595bca,182.57.125.8,5.0,False
accdd38ca1,131.84.9.118,5.0,False
f0880420d3,188.15.192.254,2.0,False
3b686ec17d,70.202.221.244,5.0,False
3b686ec17d,180.233.17.98,10.0,False
b7369987b2,164.31.50.17,9.0,False
14980f74f4,156.30.62.89,4.0,False
3fa4b2e338,174.199.175.8,13.0,True
126fec6b3c,174.192.76.133,7.0,False
575f74fe46,134.152.76.157,4.0,True
5980089b14,94.202.32.141,3.0,False
e16b094065,81.172.77.228,9.0,False
540cabf5eb,108.23.213.239,8.0,False
b701fc3389,62.108.238.47,6.0,True
a8e5b1e6d7,77.119.123.191,5.0,False
486f729629,151.213.189.114,5.0,True
9a3b60be0d,56.201.34.49,6.0,False
aa81901802,54.109.92.231,7.0,False
9b2322554a,166.34.88.186,8.0,True
367cc96e10,133.128.143.6,5.0,True
21b31683f8,64.24.242.105,6.0,False
becad03b57,161.219.240.171,6.0,False
9c3605e48d,194.44.204.210,4.0,True
b981d8bbaf,113.68.234.16,10.0,False
24042aef49,89.179.95.25,5.0,False
84fa0255d9,174.235.170.78,7.0,False
0ebc13527e,59.116.39.140,8.0,False
c5f6e32f5f,133.109.151.31,12.0,True
6c77d44b40,197.11.195.58,13.0,False
2f58099bce,68.107.56.198,7.0,False
c50183ea21,135.155.166.170,3.0,False
7db00cfffe,178.28.77.215,5.0,False
990f3c6d92,179.88.61.106,5.0,False
f59a440708,86.119.107.144,6.0,False
d1e900ddd0,146.24.213.31,4.0,False
31e54abefe,112.31.4.25,3.0,False
755094355a,78.204.132.188,7.0,True
57be77a77e,76.243.49.107,5.0,False
2634195374,84.81.212.23,10.0,False
8f094c6375,143.19.196.132,10.0,False
61a94581d4,82.46.118.214,4.0,True
18b5ec0517,179.197.115.194,5.0,False
e8663ba57d,190.208.143.183,5.0,False
2a90a04de0,115.95.118.33,3.0,False
5e00cf7475,79.153.130.102,3.0,False
fc0c92375c,160.109.236.165,6.0,False
c923001924,76.150.23.26,1.0,False
d0cf70f137,115.111.4.68,5.0,False
33eaba2746,178.49.56.163,2.0,True
0686bb8665,120.148.143.86,3.0,True
722b4fb0ad,137.202.159.52,7.0,True
417aaf40b0,91.200.30.59,7.0,False
74433fc0e4,67.100.182.162,9.0,False
3403ab26fe,63.44.219.32,6.0,False
e5d755fe48,195.246.166.27,7.0,True
d0f1036116,178.151.137.38,6.0,False
468141c1ba,61.217.1.149,4.0,False
8531c0c424,147.183.108.156,6.0,False
a68bde8261,69.129.10.53,5.0,False
204ac9c1e6,67.185.28.156,3.0,False
e587134dfb,88.253.154.161,3.0,False
2189139a66,113.209.163.190,1.0,False
b77e86ae51,117.250.175.91,5.0,False
b77e86ae51,169.59.157.119,7.0,False
d6adc9f7b8,168.177.199.74,4.0,False
6ff272500c,141.124.153.58,12.0,False
5f820a0ee5,158.45.26.182,4.0,False
f48d37e8df,162.25.222.35,8.0,True
66a022c523,100.217.174.107,9.0,False
a56e8a9cd2,132.28.246.70,10.0,False
faa18b625b,163.70.52.209,12.0,True
0491a70960,116.236.231.154,7.0,False
76c35c06fc,197.12.39.200,6.0,True
4d9de9497a,112.230.38.35,9.0,True
9bf1fc2a26,130.89.186.2,5.0,True
d59544e5ee,177.116.157.7,5.0,False
6dadc8ea52,92.64.134.30,2.0,False
ae16b5c001,43.49.101.38,6.0,False
d6ff325c2d,155.90.26.222,7.0,True
8fc6f241aa,130.149.172.15,9.0,False
351ec828d8,98.32.97.212,6.0,True
d5ff85db72,200.80.250.42,5.0,False
e77adf0a04,85.168.110.194,5.0,False
eb72bdeca3,157.32.4.42,5.0,True
536f0bef65,67.107.159.97,6.0,False
703a662bd9,182.168.138.7,11.0,True
d94120c583,106.146.137.102,6.0,False
ba612e8865,105.201.121.134,3.0,False
7e53e4c211,156.94.66.116,5.0,False
5653687940,51.69.225.7,3.0,False
6c9ab3202c,79.205.66.2,10.0,False
d7e33e8246,73.146.35.13,9.0,False
a5898e84a7,95.224.226.155,8.0,False
e61298ef2a,56.37.89.191,4.0,True
52eb87c05c,199.247.198.88,5.0,False
1da32c887e,52.243.32.175,9.0,False
80da05e56f,71.100.212.228,5.0,False
0f068f8bf6,168.83.55.229,5.0,False
22a4c8a672,181.179.108.64,5.0,True
024dc8fdd3,109.172.84.6,8.0,False
797f05168a,62.136.251.200,5.0,False
5cb94b6918,152.122.239.18,2.0,False
041b77595d,167.18.228.137,5.0,True
10863d9892,194.170.199.49,4.0,False
c92646d6b3,130.161.119.166,5.0,True
9303a03ba8,117.207.118.86,5.0,False
0d73b6d6ef,190.24.232.70,3.0,False
3d3035380b,179.253.9.61,7.0,False
8487ac17ec,142.126.231.104,14.0,False
f8bc6bce7d,164.85.52.232,5.0,True
9d56bc42db,148.199.44.199,5.0,False
21ec3b27e4,170.223.175.73,4.0,True
aaebc7a8d9,177.59.233.17,6.0,False
38dd974ae3,165.121.83.234,3.0,False
d55d76b67e,176.14.178.137,4.0,True
ff73e0f101,78.38.86.98,9.0,False
1cae4db728,50.178.221.183,13.0,False
672ec79ef4,84.163.52.27,5.0,False
7f53e4acb9,64.35.206.175,8.0,False
9a8ba01761,162.140.11.44,11.0,True
164e479745,183.139.252.126,8.0,False
453d4dfc9c,137.136.79.34,8.0,False
0e71f3b906,195.247.60.64,4.0,False
4bcb742912,62.176.197.4,6.0,False
8fbb8f10fe,133.202.151.53,10.0,False
238e326a7b,164.113.149.68,4.0,False
ad72c41980,72.171.199.190,5.0,False
251ad74e43,84.114.126.164,8.0,False
